full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,label
@LahrianSyahilla Bos Toyota menyatakan bahwa kendaraan Toyota dapat menggunakan BBM Pertamina dengan kandungan etanol 3 5% tanpa perlu khawatir.,lahriansyahilla toyota menyatakan bahwa kendaraan toyota dapat menggunakan pertamina dengan kandungan etanol tanpa perlu khawatir,lahriansyahilla toyota menyatakan bahwa kendaraan toyota dapat menggunakan pertamina dengan kandungan etanol tanpa perlu khawatir,"['lahriansyahilla', 'toyota', 'menyatakan', 'bahwa', 'kendaraan', 'toyota', 'dapat', 'menggunakan', 'pertamina', 'dengan', 'kandungan', 'etanol', 'tanpa', 'perlu', 'khawatir']","['lahriansyahilla', 'toyota', 'kendaraan', 'toyota', 'pertamina', 'kandungan', 'etanol', 'khawatir']",lahriansyahilla toyota kendara toyota pertamina kandung etanol khawatir,positive
@InfoJktCom Kandungan etanol 3 5% di BBM Pertamina dapat membantu mengurangi emisi gas rumah kaca dan aman untuk kendaraan.,infojktcom kandungan etanol pertamina dapat membantu mengurangi emisi rumah kaca aman untuk kendaraan,infojktcom kandungan etanol pertamina dapat membantu mengurangi emisi rumah kaca aman untuk kendaraan,"['infojktcom', 'kandungan', 'etanol', 'pertamina', 'dapat', 'membantu', 'mengurangi', 'emisi', 'rumah', 'kaca', 'aman', 'untuk', 'kendaraan']","['infojktcom', 'kandungan', 'etanol', 'pertamina', 'membantu', 'mengurangi', 'emisi', 'rumah', 'kaca', 'aman', 'kendaraan']",infojktcom kandung etanol pertamina bantu kurang emisi rumah kaca aman kendara,positive
@LahrianSyahilla Bos Toyota memastikan bahwa kandungan etanol 3 5% di BBM Pertamina telah memenuhi standar keamanan yang berlaku.,lahriansyahilla toyota memastikan bahwa kandungan etanol pertamina telah memenuhi standar keamanan yang berlaku,lahriansyahilla toyota memastikan bahwa kandungan etanol pertamina telah memenuhi standar keamanan yang berlaku,"['lahriansyahilla', 'toyota', 'memastikan', 'bahwa', 'kandungan', 'etanol', 'pertamina', 'telah', 'memenuhi', 'standar', 'keamanan', 'yang', 'berlaku']","['lahriansyahilla', 'toyota', 'kandungan', 'etanol', 'pertamina', 'memenuhi', 'standar', 'keamanan', 'berlaku']",lahriansyahilla toyota kandung etanol pertamina penuh standar aman laku,positive
@InfoJktCom Dengan kandungan etanol 3 5% BBM Pertamina dapat menjadi pilihan yang tepat untuk kendaraan Toyota.,infojktcom dengan kandungan etanol pertamina dapat menjadi pilihan yang tepat untuk kendaraan toyota,infojktcom dengan kandungan etanol pertamina dapat menjadi pilihan yang tepat untuk kendaraan toyota,"['infojktcom', 'dengan', 'kandungan', 'etanol', 'pertamina', 'dapat', 'menjadi', 'pilihan', 'yang', 'tepat', 'untuk', 'kendaraan', 'toyota']","['infojktcom', 'kandungan', 'etanol', 'pertamina', 'pilihan', 'kendaraan', 'toyota']",infojktcom kandung etanol pertamina pilih kendara toyota,positive
@LahrianSyahilla Bos Toyota menyatakan bahwa kandungan etanol 3 5% di BBM Pertamina tidak akan menyebabkan kerusakan pada kendaraan.,lahriansyahilla toyota menyatakan bahwa kandungan etanol pertamina tidak akan menyebabkan kerusakan pada kendaraan,lahriansyahilla toyota menyatakan bahwa kandungan etanol pertamina tidak akan menyebabkan kerusakan pada kendaraan,"['lahriansyahilla', 'toyota', 'menyatakan', 'bahwa', 'kandungan', 'etanol', 'pertamina', 'tidak', 'akan', 'menyebabkan', 'kerusakan', 'pada', 'kendaraan']","['lahriansyahilla', 'toyota', 'kandungan', 'etanol', 'pertamina', 'menyebabkan', 'kerusakan', 'kendaraan']",lahriansyahilla toyota kandung etanol pertamina sebab rusa kendara,positive
@LahrianSyahilla Pertamina dan Toyota bekerja sama untuk memastikan bahwa BBM dengan kandungan etanol 3 5% aman untuk kendaraan.,lahriansyahilla pertamina toyota bekerja sama untuk memastikan bahwa dengan kandungan etanol aman untuk kendaraan,lahriansyahilla pertamina toyota bekerja sama untuk memastikan bahwa dengan kandungan etanol aman untuk kendaraan,"['lahriansyahilla', 'pertamina', 'toyota', 'bekerja', 'sama', 'untuk', 'memastikan', 'bahwa', 'dengan', 'kandungan', 'etanol', 'aman', 'untuk', 'kendaraan']","['lahriansyahilla', 'pertamina', 'toyota', 'kandungan', 'etanol', 'aman', 'kendaraan']",lahriansyahilla pertamina toyota kandung etanol aman kendara,positive
@InfoJktCom Kandungan etanol 3 5% di BBM Pertamina telah diuji dan dinyatakan aman oleh Bos Toyota,infojktcom kandungan etanol pertamina telah diuji dinyatakan aman oleh toyota,infojktcom kandungan etanol pertamina telah diuji dinyatakan aman oleh toyota,"['infojktcom', 'kandungan', 'etanol', 'pertamina', 'telah', 'diuji', 'dinyatakan', 'aman', 'oleh', 'toyota']","['infojktcom', 'kandungan', 'etanol', 'pertamina', 'diuji', 'dinyatakan', 'aman', 'toyota']",infojktcom kandung etanol pertamina uji nyata aman toyota,positive
@Seputar_Energi_ Bos Toyota memastikan bahwa kendaraan Toyota dapat menggunakan BBM Pertamina dengan kandungan etanol 3 5% tanpa masalah,seputarenergi toyota memastikan bahwa kendaraan toyota dapat menggunakan pertamina dengan kandungan etanol tanpa masalah,seputarenergi toyota memastikan bahwa kendaraan toyota dapat menggunakan pertamina dengan kandungan etanol tanpa masalah,"['seputarenergi', 'toyota', 'memastikan', 'bahwa', 'kendaraan', 'toyota', 'dapat', 'menggunakan', 'pertamina', 'dengan', 'kandungan', 'etanol', 'tanpa', 'masalah']","['seputarenergi', 'toyota', 'kendaraan', 'toyota', 'pertamina', 'kandungan', 'etanol']",seputarenergi toyota kendara toyota pertamina kandung etanol,positive
@LahrianSyahilla Dengan kandungan etanol 3 5% BBM Pertamina dapat menjadi pilihan yang aman dan ramah lingkungan.,lahriansyahilla dengan kandungan etanol pertamina dapat menjadi pilihan yang aman ramah lingkungan,lahriansyahilla dengan kandungan etanol pertamina dapat menjadi pilihan yang aman ramah lingkungan,"['lahriansyahilla', 'dengan', 'kandungan', 'etanol', 'pertamina', 'dapat', 'menjadi', 'pilihan', 'yang', 'aman', 'ramah', 'lingkungan']","['lahriansyahilla', 'kandungan', 'etanol', 'pertamina', 'pilihan', 'aman', 'ramah', 'lingkungan']",lahriansyahilla kandung etanol pertamina pilih aman ramah lingkung,positive
@InfoJktCom Bos Toyota menyatakan bahwa kandungan etanol 3 5% di BBM Pertamina aman untuk digunakan pada kendaraan,infojktcom toyota menyatakan bahwa kandungan etanol pertamina aman untuk digunakan pada kendaraan,infojktcom toyota menyatakan bahwa kandungan etanol pertamina aman untuk digunakan pada kendaraan,"['infojktcom', 'toyota', 'menyatakan', 'bahwa', 'kandungan', 'etanol', 'pertamina', 'aman', 'untuk', 'digunakan', 'pada', 'kendaraan']","['infojktcom', 'toyota', 'kandungan', 'etanol', 'pertamina', 'aman', 'kendaraan']",infojktcom toyota kandung etanol pertamina aman kendara,positive
@KompasTV aneh malah menolak BBM yang lebih ramah lingkungan cuma krena ada 3 5% etanol. Padahal dunia sedang beralih ke energi hijau. Pertamina justru selangkah lebih maju! Padahal produk Sheel sendiri sdh menerapakan E10 alias etanol 10%. Hadehhhjustru bagus agar lebih ramah lingkungan,kompastv aneh malah menolak yang lebih ramah lingkungan cuma krena etanol padahal dunia sedang beralih energi hijau pertamina justru selangkah lebih maju padahal produk sheel sendiri menerapakan alias etanol hadehhhjustru bagus agar lebih ramah lingkungan,kompastv aneh malah menolak yang lebih ramah lingkungan cuma karena etanol padahal dunia sedang beralih energi hijau pertamina justru selangkah lebih maju padahal produk sheel sendiri menerapakan alias etanol hadehhhjustru bagus agar lebih ramah lingkungan,"['kompastv', 'aneh', 'malah', 'menolak', 'yang', 'lebih', 'ramah', 'lingkungan', 'cuma', 'karena', 'etanol', 'padahal', 'dunia', 'sedang', 'beralih', 'energi', 'hijau', 'pertamina', 'justru', 'selangkah', 'lebih', 'maju', 'padahal', 'produk', 'sheel', 'sendiri', 'menerapakan', 'alias', 'etanol', 'hadehhhjustru', 'bagus', 'agar', 'lebih', 'ramah', 'lingkungan']","['kompastv', 'aneh', 'menolak', 'ramah', 'lingkungan', 'etanol', 'dunia', 'beralih', 'energi', 'hijau', 'pertamina', 'selangkah', 'maju', 'produk', 'sheel', 'menerapakan', 'alias', 'etanol', 'hadehhhjustru', 'bagus', 'ramah', 'lingkungan']",kompastv aneh tolak ramah lingkung etanol dunia alih energi hijau pertamina selang maju produk sheel apa alias etanol hadehhhjustru bagus ramah lingkung,positive
Bos Toyota soal Etanol 3 5% di BBM untuk Kendaraan: Nggak Masalah Pertamina tidak salah langkah justru sedang menyelaraskan BBM Indonesia dengan standar global dan kebijakan energi bersih internasional. https://t.co/Y21P7xg58e,toyota soal etanol untuk kendaraan nggak masalah pertamina tidak salah langkah justru sedang menyelaraskan indonesia dengan standar global kebijakan energi bersih internasional tcoypxge,toyota soal etanol untuk kendaraan tidak masalah pertamina tidak salah langkah justru sedang menyelaraskan indonesia dengan standar global kebijakan energi bersih internasional tcoypxge,"['toyota', 'soal', 'etanol', 'untuk', 'kendaraan', 'tidak', 'masalah', 'pertamina', 'tidak', 'salah', 'langkah', 'justru', 'sedang', 'menyelaraskan', 'indonesia', 'dengan', 'standar', 'global', 'kebijakan', 'energi', 'bersih', 'internasional', 'tcoypxge']","['toyota', 'etanol', 'kendaraan', 'pertamina', 'salah', 'langkah', 'menyelaraskan', 'indonesia', 'standar', 'global', 'kebijakan', 'energi', 'bersih', 'internasional', 'tcoypxge']",toyota etanol kendara pertamina salah langkah selaras indonesia standar global bijak energi bersih internasional tcoypxge,positive
@InfoJktCom kadar etanol 3 5 persen yang terdapat pada BBM Pertamina dinilai masih aman dan tidak menimbulkan masalah teknis bagi kendaraan modern.,infojktcom kadar etanol persen yang terdapat pada pertamina dinilai masih aman tidak menimbulkan masalah teknis bagi kendaraan modern,infojktcom kadar etanol persen yang terdapat pada pertamina dinilai masih aman tidak menimbulkan masalah teknis bagi kendaraan modern,"['infojktcom', 'kadar', 'etanol', 'persen', 'yang', 'terdapat', 'pada', 'pertamina', 'dinilai', 'masih', 'aman', 'tidak', 'menimbulkan', 'masalah', 'teknis', 'bagi', 'kendaraan', 'modern']","['infojktcom', 'kadar', 'etanol', 'persen', 'pertamina', 'dinilai', 'aman', 'menimbulkan', 'teknis', 'kendaraan', 'modern']",infojktcom kadar etanol persen pertamina nilai aman timbul teknis kendara modern,positive
@InfoJktCom Alhamdulillah kalau udha Pastikan Kandungan Etanol 3 5% di BBM Pertamina Aman untuk Kendaraan gini,infojktcom alhamdulillah kalau udha pastikan kandungan etanol pertamina aman untuk kendaraan gini,infojktcom alhamdulillah kalau udha pastikan kandungan etanol pertamina aman untuk kendaraan begini,"['infojktcom', 'alhamdulillah', 'kalau', 'udha', 'pastikan', 'kandungan', 'etanol', 'pertamina', 'aman', 'untuk', 'kendaraan', 'begini']","['infojktcom', 'alhamdulillah', 'udha', 'pastikan', 'kandungan', 'etanol', 'pertamina', 'aman', 'kendaraan']",infojktcom alhamdulillah udha pasti kandung etanol pertamina aman kendara,positive
@LahrianSyahilla Nah terbaik dah pertamina memastikan kandungan etanol 3 5% Itu aman,lahriansyahilla terbaik pertamina memastikan kandungan etanol aman,lahriansyahilla terbaik pertamina memastikan kandungan etanol aman,"['lahriansyahilla', 'terbaik', 'pertamina', 'memastikan', 'kandungan', 'etanol', 'aman']","['lahriansyahilla', 'terbaik', 'pertamina', 'kandungan', 'etanol', 'aman']",lahriansyahilla baik pertamina kandung etanol aman,positive
@Seputar_Energi_ langkah Pertamina menambahkan etanol merupakan kebijakan strategis yang sejalan dengan upaya pemerintah mengurangi ketergantungan pada bahan bakar fosil dan memperkuat kemandirian energi nasional.,seputarenergi langkah pertamina menambahkan etanol merupakan kebijakan strategis yang sejalan dengan upaya pemerintah mengurangi ketergantungan pada bahan bakar fosil memperkuat kemandirian energi nasional,seputarenergi langkah pertamina menambahkan etanol merupakan kebijakan strategis yang sejalan dengan upaya pemerintah mengurangi ketergantungan pada bahan bakar fosil memperkuat kemandirian energi nasional,"['seputarenergi', 'langkah', 'pertamina', 'menambahkan', 'etanol', 'merupakan', 'kebijakan', 'strategis', 'yang', 'sejalan', 'dengan', 'upaya', 'pemerintah', 'mengurangi', 'ketergantungan', 'pada', 'bahan', 'bakar', 'fosil', 'memperkuat', 'kemandirian', 'energi', 'nasional']","['seputarenergi', 'langkah', 'pertamina', 'etanol', 'kebijakan', 'strategis', 'sejalan', 'upaya', 'pemerintah', 'mengurangi', 'ketergantungan', 'bahan', 'bakar', 'fosil', 'memperkuat', 'kemandirian', 'energi', 'nasional']",seputarenergi langkah pertamina etanol bijak strategis jalan upaya perintah kurang gantung bahan bakar fosil kuat mandiri energi nasional,positive
@Seputar_Energi_ Namun dari perspektif industri otomotif kadar etanol 3 5 persen yang terdapat pada BBM Pertamina dinilai masih aman dan tidak menimbulkan masalah teknis bagi kendaraan modern.,seputarenergi namun dari perspektif industri otomotif kadar etanol persen yang terdapat pada pertamina dinilai masih aman tidak menimbulkan masalah teknis bagi kendaraan modern,seputarenergi namun dari perspektif industri otomotif kadar etanol persen yang terdapat pada pertamina dinilai masih aman tidak menimbulkan masalah teknis bagi kendaraan modern,"['seputarenergi', 'namun', 'dari', 'perspektif', 'industri', 'otomotif', 'kadar', 'etanol', 'persen', 'yang', 'terdapat', 'pada', 'pertamina', 'dinilai', 'masih', 'aman', 'tidak', 'menimbulkan', 'masalah', 'teknis', 'bagi', 'kendaraan', 'modern']","['seputarenergi', 'perspektif', 'industri', 'otomotif', 'kadar', 'etanol', 'persen', 'pertamina', 'dinilai', 'aman', 'menimbulkan', 'teknis', 'kendaraan', 'modern']",seputarenergi perspektif industri otomotif kadar etanol persen pertamina nilai aman timbul teknis kendara modern,positive
Bos Toyota soal Etanol 3 5% di BBM untuk Kendaraan: Nggak Masalah Karena faktanya campuran etanol dalam BBM tersebut adalah praktik umum di seluruh dunia untuk menekan emisi karbon dan mendukung transisi energi hijau. https://t.co/0MfBCi423W,toyota soal etanol untuk kendaraan nggak masalah karena faktanya campuran etanol dalam tersebut adalah praktik umum seluruh dunia untuk menekan emisi karbon mendukung transisi energi hijau tcomfbciw,toyota soal etanol untuk kendaraan tidak masalah karena faktanya campuran etanol dalam tersebut adalah praktik umum seluruh dunia untuk menekan emisi karbon mendukung transisi energi hijau tcomfbciw,"['toyota', 'soal', 'etanol', 'untuk', 'kendaraan', 'tidak', 'masalah', 'karena', 'faktanya', 'campuran', 'etanol', 'dalam', 'tersebut', 'adalah', 'praktik', 'umum', 'seluruh', 'dunia', 'untuk', 'menekan', 'emisi', 'karbon', 'mendukung', 'transisi', 'energi', 'hijau', 'tcomfbciw']","['toyota', 'etanol', 'kendaraan', 'faktanya', 'campuran', 'etanol', 'praktik', 'dunia', 'menekan', 'emisi', 'karbon', 'mendukung', 'transisi', 'energi', 'hijau', 'tcomfbciw']",toyota etanol kendara fakta campur etanol praktik dunia tekan emisi karbon dukung transisi energi hijau tcomfbciw,positive
https://t.co/eTyNlUEg1E Pertamina akan belajar dari Brasil dalam mengembangkan etanol. Brasil merupakan salah satu negara yang sukses dalam pengembangan etanol.,tcoetynluege pertamina akan belajar dari brasil dalam mengembangkan etanol brasil merupakan salah satu negara yang sukses dalam pengembangan etanol,tcoetynluege pertamina akan belajar dari brasil dalam mengembangkan etanol brasil merupakan salah satu negara yang sukses dalam pengembangan etanol,"['tcoetynluege', 'pertamina', 'akan', 'belajar', 'dari', 'brasil', 'dalam', 'mengembangkan', 'etanol', 'brasil', 'merupakan', 'salah', 'satu', 'negara', 'yang', 'sukses', 'dalam', 'pengembangan', 'etanol']","['tcoetynluege', 'pertamina', 'belajar', 'brasil', 'mengembangkan', 'etanol', 'brasil', 'salah', 'negara', 'sukses', 'pengembangan', 'etanol']",tcoetynluege pertamina ajar brasil kembang etanol brasil salah negara sukses kembang etanol,positive
@sharpandshark Kalau dari nabati mah jatuhnya etanol. Ya mending punya pertamina kalau gitu.,sharpandshark kalau dari nabati jatuhnya etanol mending punya pertamina kalau gitu,sharpandshark kalau dari nabati jatuhnya etanol mending punya pertamina kalau begitu,"['sharpandshark', 'kalau', 'dari', 'nabati', 'jatuhnya', 'etanol', 'mending', 'punya', 'pertamina', 'kalau', 'begitu']","['sharpandshark', 'nabati', 'jatuhnya', 'etanol', 'mending', 'pertamina']",sharpandshark nabati jatuh etanol mending pertamina,positive
@ridlo_azka @tjahajababimu @peredam03 Pertamina sebagai penyedia bahan bakar bertanggung jawab atas kualitas produk dan pemberian informasi kompatibilitas seperti risiko korosi dari etanol pada kendaraan lama. Pemerintah melalui regulasi biofuel juga ikut andil dalam transisi bertahap ke E10 agar minim dampak.,ridloazka tjahajababimu peredam pertamina sebagai penyedia bahan bakar bertanggung jawab atas kualitas produk pemberian informasi kompatibilitas seperti risiko korosi dari etanol pada kendaraan lama pemerintah melalui regulasi biofuel juga ikut andil dalam transisi bertahap agar minim dampak,ridloazka tjahajababimu peredam pertamina sebagai penyedia bahan bakar bertanggung jawab atas kualitas produk pemberian informasi kompatibilitas seperti risiko korosi dari etanol pada kendaraan lama pemerintah melalui regulasi biofuel juga ikut andil dalam transisi bertahap agar minim dampak,"['ridloazka', 'tjahajababimu', 'peredam', 'pertamina', 'sebagai', 'penyedia', 'bahan', 'bakar', 'bertanggung', 'jawab', 'atas', 'kualitas', 'produk', 'pemberian', 'informasi', 'kompatibilitas', 'seperti', 'risiko', 'korosi', 'dari', 'etanol', 'pada', 'kendaraan', 'lama', 'pemerintah', 'melalui', 'regulasi', 'biofuel', 'juga', 'ikut', 'andil', 'dalam', 'transisi', 'bertahap', 'agar', 'minim', 'dampak']","['ridloazka', 'tjahajababimu', 'peredam', 'pertamina', 'penyedia', 'bahan', 'bakar', 'bertanggung', 'kualitas', 'produk', 'pemberian', 'informasi', 'kompatibilitas', 'risiko', 'korosi', 'etanol', 'kendaraan', 'pemerintah', 'regulasi', 'biofuel', 'andil', 'transisi', 'bertahap', 'minim', 'dampak']",ridloazka tjahajababimu redam pertamina sedia bahan bakar tanggung kualitas produk beri informasi kompatibilitas risiko korosi etanol kendara perintah regulasi biofuel andil transisi tahap minim dampak,positive
@4urelia94 Good job RDMP Balikpapan dari Kilang Pertamina Internasional,urelia good rdmp balikpapan dari kilang pertamina internasional,urelia good rdmp balikpapan dari kilang pertamina internasional,"['urelia', 'good', 'rdmp', 'balikpapan', 'dari', 'kilang', 'pertamina', 'internasional']","['urelia', 'good', 'rdmp', 'balikpapan', 'kilang', 'pertamina', 'internasional']",urelia good rdmp balikpapan kilang pertamina internasional,positive
Angkot Pak Saharuddin kini punya rute pasti. Berkah RDMP Balikpapan kasih kontrak rutin yang bikin ekonomi bergeliat. Proyek Kilang Pertamina Internasional (KPI) terbukti sentuh rezeki sopir angkot &amp; UMKM. Ini kerja nyata Kilang Balikpapan bagi warga. https://t.co/s5UrAKdCP3,angkot saharuddin kini punya rute pasti berkah rdmp balikpapan kasih kontrak rutin yang bikin ekonomi bergeliat proyek kilang pertamina internasional terbukti sentuh rezeki sopir angkot umkm kerja nyata kilang balikpapan bagi warga tcosurakdcp,angkot saharuddin kini punya rute pasti berkah rdmp balikpapan kasih kontrak rutin yang bikin ekonomi bergeliat proyek kilang pertamina internasional terbukti sentuh rezeki sopir angkot umkm kerja nyata kilang balikpapan bagi warga tcosurakdcp,"['angkot', 'saharuddin', 'kini', 'punya', 'rute', 'pasti', 'berkah', 'rdmp', 'balikpapan', 'kasih', 'kontrak', 'rutin', 'yang', 'bikin', 'ekonomi', 'bergeliat', 'proyek', 'kilang', 'pertamina', 'internasional', 'terbukti', 'sentuh', 'rezeki', 'sopir', 'angkot', 'umkm', 'kerja', 'nyata', 'kilang', 'balikpapan', 'bagi', 'warga', 'tcosurakdcp']","['angkot', 'saharuddin', 'rute', 'berkah', 'rdmp', 'balikpapan', 'kasih', 'kontrak', 'rutin', 'bikin', 'ekonomi', 'bergeliat', 'proyek', 'kilang', 'pertamina', 'internasional', 'terbukti', 'sentuh', 'rezeki', 'sopir', 'angkot', 'umkm', 'kerja', 'nyata', 'kilang', 'balikpapan', 'warga', 'tcosurakdcp']",angkot saharuddin rute berkah rdmp balikpapan kasih kontrak rutin bikin ekonomi geliat proyek kilang pertamina internasional bukti sentuh rezeki sopir angkot umkm kerja nyata kilang balikpapan warga tcosurakdcp,positive
Senyum Pak Saharuddin melebar sejak ada RDMP Balikpapan. Kontrak sewa angkot bulanan jadi penopang keluarga. Dampak positif Kilang Pertamina Internasional (KPI) nyata: menghidupkan transportasi dan UMKM. Pembangunan yang benar-benar dirasakan warga Kilang Balikpapan.,senyum saharuddin melebar sejak rdmp balikpapan kontrak sewa angkot bulanan jadi penopang keluarga dampak positif kilang pertamina internasional nyata menghidupkan transportasi umkm pembangunan yang benarbenar dirasakan warga kilang balikpapan,senyum saharuddin melebar sejak rdmp balikpapan kontrak sewa angkot bulanan jadi penopang keluarga dampak positif kilang pertamina internasional nyata menghidupkan transportasi umkm pembangunan yang benarbenar dirasakan warga kilang balikpapan,"['senyum', 'saharuddin', 'melebar', 'sejak', 'rdmp', 'balikpapan', 'kontrak', 'sewa', 'angkot', 'bulanan', 'jadi', 'penopang', 'keluarga', 'dampak', 'positif', 'kilang', 'pertamina', 'internasional', 'nyata', 'menghidupkan', 'transportasi', 'umkm', 'pembangunan', 'yang', 'benarbenar', 'dirasakan', 'warga', 'kilang', 'balikpapan']","['senyum', 'saharuddin', 'melebar', 'rdmp', 'balikpapan', 'kontrak', 'sewa', 'angkot', 'bulanan', 'penopang', 'keluarga', 'dampak', 'positif', 'kilang', 'pertamina', 'internasional', 'nyata', 'menghidupkan', 'transportasi', 'umkm', 'pembangunan', 'benarbenar', 'dirasakan', 'warga', 'kilang', 'balikpapan']",senyum saharuddin lebar rdmp balikpapan kontrak sewa angkot bulan topang keluarga dampak positif kilang pertamina internasional nyata hidup transportasi umkm bangun benarbenar rasa warga kilang balikpapan,positive
UMKM lokal makin berkembang berkat Kilang Pertamina Internasional (KPI)! Proyek RDMP Balikpapan membuka peluang baru bagi para pengusaha kecil. Mantap!,umkm lokal makin berkembang berkat kilang pertamina internasional proyek rdmp balikpapan membuka peluang baru bagi para pengusaha kecil mantap,umkm lokal makin berkembang berkat kilang pertamina internasional proyek rdmp balikpapan membuka peluang baru bagi para pengusaha kecil mantap,"['umkm', 'lokal', 'makin', 'berkembang', 'berkat', 'kilang', 'pertamina', 'internasional', 'proyek', 'rdmp', 'balikpapan', 'membuka', 'peluang', 'baru', 'bagi', 'para', 'pengusaha', 'kecil', 'mantap']","['umkm', 'lokal', 'berkembang', 'berkat', 'kilang', 'pertamina', 'internasional', 'proyek', 'rdmp', 'balikpapan', 'membuka', 'peluang', 'pengusaha', 'mantap']",umkm lokal kembang berkat kilang pertamina internasional proyek rdmp balikpapan buka peluang usaha mantap,positive
@DiniLes162 Pertamina keren nih,diniles pertamina keren,diniles pertamina keren,"['diniles', 'pertamina', 'keren']","['diniles', 'pertamina', 'keren']",diniles pertamina keren,positive
@DiniLes162 Ekonomi meningkat berkat pertamina,diniles ekonomi meningkat berkat pertamina,diniles ekonomi meningkat berkat pertamina,"['diniles', 'ekonomi', 'meningkat', 'berkat', 'pertamina']","['diniles', 'ekonomi', 'meningkat', 'berkat', 'pertamina']",diniles ekonomi tingkat berkat pertamina,positive
Dari kilang ke gang sempit. Kilang Pertamina Internasional (KPI) bukan cuma soal mesin dan angka tapi soal UMKM yang bisa nambah etalase dan berani stok barang lebih banyak.,dari kilang gang sempit kilang pertamina internasional bukan cuma soal mesin angka tapi soal umkm yang bisa nambah etalase berani stok barang lebih banyak,dari kilang gang sempit kilang pertamina internasional bukan cuma soal mesin angka tapi soal umkm yang bisa menambah etalase berani stok barang lebih banyak,"['dari', 'kilang', 'gang', 'sempit', 'kilang', 'pertamina', 'internasional', 'bukan', 'cuma', 'soal', 'mesin', 'angka', 'tapi', 'soal', 'umkm', 'yang', 'bisa', 'menambah', 'etalase', 'berani', 'stok', 'barang', 'lebih', 'banyak']","['kilang', 'gang', 'sempit', 'kilang', 'pertamina', 'internasional', 'mesin', 'angka', 'umkm', 'menambah', 'etalase', 'berani', 'stok', 'barang']",kilang gang sempit kilang pertamina internasional mesin angka umkm tambah etalase berani stok barang,positive
Pertamina Berikan Promo Pembelian BBM Berlaku Desember 2025 https://t.co/hvnE10tEcr,pertamina berikan promo pembelian berlaku desember  tcohvnetecr,pertamina berikan promo pembelian berlaku desember tcohvnetecr,"['pertamina', 'berikan', 'promo', 'pembelian', 'berlaku', 'desember', 'tcohvnetecr']","['pertamina', 'promo', 'pembelian', 'berlaku', 'desember', 'tcohvnetecr']",pertamina promo beli laku desember tcohvnetecr,positive
Pihaknya bersama PT Pertamina (Persero) menyatakan terus melakukan percepatan pemulihan pasokan dan distribusi bahan bakar minyak (BBM) di kawasan terdampak guna mempermudah akses layanan bagi warga. https://t.co/aB7Q6op9Xh,pihaknya bersama pertamina persero menyatakan terus melakukan percepatan pemulihan pasokan distribusi bahan bakar minyak kawasan terdampak guna mempermudah akses layanan bagi warga tcoabqopxh,pihaknya bersama pertamina persero menyatakan terus melakukan percepatan pemulihan pasokan distribusi bahan bakar minyak kawasan terdampak guna mempermudah akses layanan bagi warga tcoabqopxh,"['pihaknya', 'bersama', 'pertamina', 'persero', 'menyatakan', 'terus', 'melakukan', 'percepatan', 'pemulihan', 'pasokan', 'distribusi', 'bahan', 'bakar', 'minyak', 'kawasan', 'terdampak', 'guna', 'mempermudah', 'akses', 'layanan', 'bagi', 'warga', 'tcoabqopxh']","['pertamina', 'persero', 'percepatan', 'pemulihan', 'pasokan', 'distribusi', 'bahan', 'bakar', 'minyak', 'kawasan', 'terdampak', 'mempermudah', 'akses', 'layanan', 'warga', 'tcoabqopxh']",pertamina persero cepat pulih pasok distribusi bahan bakar minyak kawasan dampak mudah akses layan warga tcoabqopxh,positive
Pertamina Patra Niaga Sumbagut bergerak cepat memulihkan penyaluran BBM di Sumatra Barat dengan mengoperasikan 64 SPBU siaga 24 jam dan kembali mengirimkan suplai BBM setelah sejumlah akses jalan terbuka.,pertamina patra niaga sumbagut bergerak cepat memulihkan penyaluran sumatra barat dengan mengoperasikan spbu siaga kembali mengirimkan suplai setelah sejumlah akses jalan terbuka,pertamina patra niaga sumbagut bergerak cepat memulihkan penyaluran sumatra barat dengan mengoperasikan spbu siaga kembali mengirimkan suplai setelah sejumlah akses jalan terbuka,"['pertamina', 'patra', 'niaga', 'sumbagut', 'bergerak', 'cepat', 'memulihkan', 'penyaluran', 'sumatra', 'barat', 'dengan', 'mengoperasikan', 'spbu', 'siaga', 'kembali', 'mengirimkan', 'suplai', 'setelah', 'sejumlah', 'akses', 'jalan', 'terbuka']","['pertamina', 'patra', 'niaga', 'sumbagut', 'bergerak', 'cepat', 'memulihkan', 'penyaluran', 'sumatra', 'barat', 'mengoperasikan', 'spbu', 'siaga', 'mengirimkan', 'suplai', 'akses', 'jalan', 'terbuka']",pertamina patra niaga sumbagut gerak cepat pulih salur sumatra barat operasi spbu siaga kirim suplai akses jalan buka,positive
